run,c8_over_f4_TeV4,c6_over_f2_TeV2,observable,no_daisy,with_daisy,relative_difference
run05,2.0,3.060606060606061,beta_over_H,948.1524885477388,1322.3860672411995,0.39469767069500056
run05,2.0,3.0646464646464646,beta_over_H,1154.9128687078346,1136.824022025787,-0.015662520673344175
run05,2.0,3.0686868686868687,beta_over_H,933.807171262058,1017.121204511414,0.08921974023475913
run05,2.0,3.0727272727272728,beta_over_H,1082.0378118246008,1137.662527499098,0.051407367715458285
run05,2.0,3.076767676767677,beta_over_H,1127.135315568083,1055.74373530218,-0.0633389614182402
run05,2.0,3.080808080808081,beta_over_H,1045.9179958697882,1127.80278234145,0.07828987243265295
run05,2.0,3.084848484848485,beta_over_H,998.5858732504412,963.5142802599382,-0.035121258902194724
run05,2.0,3.088888888888889,beta_over_H,949.4246209079998,1171.4125145710905,0.2338130787579412
run05,2.0,3.092929292929293,beta_over_H,1047.5289872213527,1288.0986153765475,0.22965438769701574
run05,2.0,3.096969696969697,beta_over_H,1076.3814227730843,1111.6272343890378,0.03274472307887811
run05,2.0,3.101010101010101,beta_over_H,995.5448100113316,969.5453412332664,-0.026115819716612514
run05,2.0,3.105050505050505,beta_over_H,947.4226317034844,1027.180162967421,0.08418368803427356
run05,2.0,3.109090909090909,beta_over_H,1112.8779964414098,884.3257215216554,-0.20537046796736363
run05,2.0,3.113131313131313,beta_over_H,1066.173047610692,935.812639690482,-0.12226946480437621
run05,2.0,3.117171717171717,beta_over_H,835.4334123048586,936.8341816742808,0.12137504662360803
run05,2.0,3.121212121212121,beta_over_H,766.2599486767523,994.905837240978,0.29839206519807326
run05,2.0,3.125252525252525,beta_over_H,838.9874674137398,1003.7047151813686,0.19632861534318946
run05,2.0,3.129292929292929,beta_over_H,850.35720135559,805.9564718308488,-0.05221421004486121
run05,2.0,3.1333333333333333,beta_over_H,942.8579836127516,967.9019520247584,0.02656176099400018
run05,2.0,3.1373737373737374,beta_over_H,819.4936769115841,968.074726880168,0.18130835435916906
run05,2.0,3.141414141414141,beta_over_H,644.620107077446,779.400595718189,0.20908514512804388
run05,2.0,3.145454545454545,beta_over_H,874.3940880128443,766.4447574910841,-0.12345615323988157
run05,2.0,3.1494949494949496,beta_over_H,893.1218400592301,902.7732803874476,0.01080640949008419
run05,2.0,3.1535353535353536,beta_over_H,854.9822199648482,921.3731319936542,0.07765180430481411
run05,2.0,3.1575757575757577,beta_over_H,900.1997372532932,862.2080594220853,-0.04220360910916151
run05,2.0,3.1616161616161618,beta_over_H,872.3579171850346,929.2197065497636,0.06518171984752923
run05,2.0,3.1656565656565654,beta_over_H,644.4645704363244,834.2856308014485,0.2945407227531668
