run,c8_over_f4_TeV4,include_daisy,c6_over_f2_TeV2,beta_over_H_raw,beta_over_H_best_fit,fit_degree
run05,0.0,False,3.482828282828283,356.74820108848115,483.9706166034326,1
run05,0.0,False,3.486868686868687,470.3868225408574,477.9826703413457,1
run05,0.0,False,3.490909090909091,421.1355283321723,472.06881018946336,1
run05,0.0,False,3.4949494949494957,412.01975091080567,466.22811951435483,1
run05,0.0,False,3.4989898989898998,386.5021614590869,460.45969302367484,1
run05,0.0,False,3.503030303030303,361.5154783273387,454.76263662584466,1
run05,0.0,False,3.507070707070707,269.9692928550803,449.1360672914671,1
run05,0.0,False,3.511111111111111,473.7509969074764,443.57911291646616,1
run05,0.0,False,3.515151515151515,604.2774553499086,438.090912186907,1
run05,0.0,False,3.519191919191919,478.5269401725689,432.67061444549785,1
run05,0.0,False,3.5232323232323237,580.3930352941577,427.31737955973813,1
run05,0.0,False,3.527272727272728,266.2189909136714,422.03037779170245,1
run05,0.0,False,3.5313131313131314,358.28140643930334,416.80878966943123,1
run05,0.0,True,3.2,1270.6528146515766,1298.72613652242,1
run05,0.0,True,3.204040404040404,1077.5076499005536,1279.4332422637228,1
run05,0.0,True,3.2080808080808083,1388.5585521127384,1260.426948665784,1
run05,0.0,True,3.2121212121212124,1424.9558750742324,1241.7029982057293,1
run05,0.0,True,3.2161616161616164,1168.4521531103965,1223.2571966072194,1
run05,0.0,True,3.2202020202020205,1151.669148663511,1205.0854119009148,1
run05,0.0,True,3.224242424242425,863.309619893876,1187.1835734988915,1
run05,0.0,True,3.2282828282828286,1220.4222990902615,1169.5476712828117,1
run05,0.0,True,3.2323232323232327,923.3083174591266,1152.1737547056136,1
run05,0.0,True,3.2363636363636363,1136.1569643163018,1135.0579319065876,1
run05,0.0,True,3.2404040404040404,1109.6529699162638,1118.1963688395583,1
run05,0.0,True,3.2444444444444445,1205.5766428052148,1101.5852884140504,1
run05,0.0,True,3.2484848484848485,912.03841360687,1085.2209696491877,1
run05,0.0,True,3.2525252525252526,967.8585290104896,1069.099746840177,1
run05,0.0,True,3.2565656565656567,1045.932515353042,1053.2180087371617,1
run05,0.0,True,3.2606060606060607,1036.3013093172597,1037.5721977362884,1
run05,0.0,True,3.264646464646465,1058.1208513032318,1022.1588090827777,1
run05,0.0,True,3.268686868686869,896.7259677483289,1006.9743900858388,1
run05,0.0,True,3.272727272727273,966.6268528289806,992.0155393452469,1
run05,0.0,True,3.276767676767677,966.502094976043,977.2789059894092,1
run05,0.0,True,3.280808080808081,1076.346403981463,962.7611889247494,1
run05,0.0,True,3.284848484848485,1185.2568292643043,948.4591360962444,1
